X,Y,objectid,facility_name,facility_type,licensee,address,city,state,island,phone,license_num,license_exp,males,females,capacity,amb_type,wheelchair_appr,diet_type
-157.950152234683,21.3872225767456,325,Nita's,Type I  Adult Residential Care Home,Anita Domingo,98-029 Lii-Ipo Street,Aiea,Hawaii,Oahu,8084882088,638-C,2022/05/31 00:00:00+00,1,0,5,Ambulatory,No,Regular
-157.889931077613,21.3693787203036,326,Nita's Quality Home Care Services,Type I  Adult Residential Care Home,Cionita Salvador,1533 Ala Iolani Place,Honolulu,Hawaii,Oahu,8088360489,330-C,2022/08/31 00:00:00+00,0,1,4,Fully Ambulatory,No,Special
-158.012343372736,21.3926618128324,327,Noemi's ARCH,Type I Expanded Adult Residential Care Home,Noemi Laguit,94-919 Kumuao Street,Waipahu,Hawaii,Oahu,8086777875,1192-C,2022/06/30 00:00:00+00,0,1,5,Ambulatory,Yes,Special
-157.925470804369,21.3589239483655,328,Nonales',Type I Expanded Adult Residential Care Home,Lilia Nonales,1035 Kukila Street,Honolulu,Hawaii,Oahu,8084211106,1181-C,2021/12/31 00:00:00+00,1,1,4,Ambulatory,No,Special
-157.864990069889,21.3432273180271,329,"Obrero, Esperanza",Type I  Adult Residential Care Home,Esperanza Obrero,1609 Maliu Street,Honolulu,Hawaii,Oahu,8088412142,708-C,2021/12/31 00:00:00+00,0,2,5,Ambulatory,No,Special
-157.881204513373,21.330157789099,330,Ohana,Type I Expanded Adult Residential Care Home,Carmen Dona,2011 Kaumualii Street,Honolulu,Hawaii,Oahu,8088423003,1212-C,2022/02/28 00:00:00+00,0,0,5,Ambulatory,No,Special
-158.008588140789,21.3953523205839,331,"Ohana Hale, L.L.C.",Type I Expanded Adult Residential Care Home,Jerry Felicitas,94-1063 Halelehua Street,Waipahu,Hawaii,Oahu,8086779718,1364-C,2021/11/30 00:00:00+00,1,1,5,Ambulatory,Yes,Special
-157.753491931956,21.2829875202055,332,Ohanalani L.L.C.,Type I Expanded Adult Residential Care Home,Nora Soriano-Trias,5339 Oio Drive,Honolulu,Hawaii,Oahu,8083775456,1470-C,2022/01/31 00:00:00+00,3,2,5,Ambulatory,Yes,Special
-157.746122999884,21.3998490000934,333,"Oililua Elder Care, Inc., #III",Type I Expanded Adult Residential Care Home,Norma Tenorio,429 B Ulupaina Street,Kailua,Hawaii,Oahu,8082637778,1489-C,2022/08/31 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-157.746122999884,21.3998490000934,334,Oililua Eldercare Inc.,Type I Expanded Adult Residential Care Home,Geronimo Tenorio,429 Ulupaina Street Unit B1,Kailua,Hawaii,Oahu,8082637778,1556-C,2021/11/30 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-158.022037874608,21.3851248628756,335,"Oililua Eldercare, Inc #I",Type I Expanded Adult Residential Care Home,Geronimo Tenorio,94-379 Oililua Place,Waipahu,Hawaii,Oahu,8086770882,1294-C,2022/01/31 00:00:00+00,2,3,5,Ambulatory,Yes,Special
-157.750632873813,21.4048262730243,336,"Oililua Senior Care, Inc., #II",Type I Expanded Adult Residential Care Home,Norma Tenorio,711 Oneawa Street,Kailua,Hawaii,Oahu,8082637778,1370-C,2022/02/28 00:00:00+00,2,3,5,Ambulatory,Yes,Special
-155.008315593151,19.5737910196172,337,Okano Care Home,Type I Expanded Adult Residential Care Home,Stacey Okano,16-1397 35th Avenue,Keaau,Hawaii,Big Island,8089827828,1525-C,2022/02/28 00:00:00+00,1,1,5,Ambulatory,Yes,Special
-157.796830162058,21.4159955842875,338,"Olalani Senior Care, LLC",Type II Expanded Adult Residential Care Home,Myriam Tabaniag,45-217 William Henry Road,Kaneohe,Hawaii,Oahu,8082358388,1567-C,2022/07/31 00:00:00+00,8,8,8,Ambulatory,Yes,Special
-157.802739353558,21.4042378062874,339,"Olipares, Celestina",Type I  Adult Residential Care Home,Celestina Olipares,45-693 Keneke Street,Kaneohe,Hawaii,Oahu,8082356993,729-C,2022/08/31 00:00:00+00,0,0,4,Ambulatory,No,Regular
-157.916706759626,21.3467882173211,340,"Olivas, Rosalinda",Type I Expanded Adult Residential Care Home,Rosalinda Olivas,3410 Aliamanu Street,Honolulu,Hawaii,Oahu,8084231002,1169-C,2022/07/31 00:00:00+00,3,3,5,Ambulatory,Yes,Special
-158.080056898219,21.3654021874165,341,Olivia Lewin's EARCH,Type I Expanded Adult Residential Care Home,Olivia Lewin,92-1336 Pueonani Street,Kapolei,Hawaii,Oahu,,1625-C,2021/12/31 00:00:00+00,,,,,No,Special
-157.73186388765,21.3912815992388,342,Pacific Care LLC,Type I  Expanded Adult Residential Care Home,Otilio Gimang,381 Wanaao Road,Kailua,Hawaii,Oahu,8087446903,1639-C,2021/12/31 00:00:00+00,,,5,,No,
-158.00360230927,21.3959371635513,343,"Padre, Norma",Type I  Adult Residential Care Home,Norma Padre,94-607 Mahoe Street,Waipahu,Hawaii,Oahu,8086777174,745-C,2022/04/30 00:00:00+00,2,2,5,Fully Ambulatory,No,Regular
-158.132343196029,21.5687145630563,344,"Padron, Martina",Type I  Adult Residential Care Home,Martina Padron,67-361 Farrington Highway,Waialua,Hawaii,Oahu,8086379918,415-C,2022/06/30 00:00:00+00,0,2,4,Ambulatory,Yes,Special
-157.923882448672,21.3529453167661,345,"Paguirigan, Marietta B.",Type I Expanded Adult Residential Care Home,Marietta Paguirigan,4007 Keaka Drive,Honolulu,Hawaii,Oahu,8084210171,1311-C,2022/05/31 00:00:00+00,2,3,5,Ambulatory,Yes,Special
-157.786335000389,21.3040889997394,346,Palolo Chinese Home Lani Booth,Type II Expanded Adult Residential Care Home,Darlene Nakayama,2459 10th Avenue,Honolulu,Hawaii,Oahu,8087351754,1563-C,2022/03/31 00:00:00+00,17,17,17,Ambulatory,Yes,Special
-157.782637251773,21.3059849729797,347,Palolo Korean Care Home,Type I Expanded Adult Residential Care Home,Sam Fujii,2565 Waiomao Road,Honolulu,Hawaii,Oahu,8082846259,1622-C,2022/06/30 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-158.183474606115,21.4386064785602,348,Paradise ARCH,Type I Expanded Adult Residential Care Home,Marlyn Acuram,86-112 Hoaha Street,Waianae,Hawaii,Oahu,8086962430,1340-C,2022/05/31 00:00:00+00,3,2,5,Ambulatory,Yes,Special
-155.100779865898,19.6727130633026,349,Paranada #2,Type I Expanded Adult Residential Care Home,Leandro Paranada,16 Hoolaulea Street,Hilo,Hawaii,Big Island,8089597394,1245-C,2022/07/31 00:00:00+00,1,0,5,Ambulatory,No,Special
-158.007192689439,21.3948449878017,350,"Parubrub, Tina",Type I  Adult Residential Care Home,Tina Parubrub,94-1108 Hina Street,Waipahu,Hawaii,Oahu,8086713637,824-C,2022/09/30 00:00:00+00,0,1,4,Ambulatory,No,Regular
-157.859766084661,21.3483567398422,351,"Pascual, Esther",Type I  Adult Residential Care Home,Esther Pascual,1802 Wahine Place,Honolulu,Hawaii,Oahu,8088420227,791-C,2022/01/31 00:00:00+00,0,0,4,Ambulatory,No,Special
-157.789901623685,21.3989825501875,352,"Pascual, Marissa G.",Type I Expanded Adult Residential Care Home,Marissa G. Pascual,45-220 Namoku Street,Kaneohe,Hawaii,Oahu,8082357515,1183-C,2022/06/30 00:00:00+00,0,1,5,Ambulatory,Yes,Special
-158.010338439881,21.3126064380429,353,"Pascual, Soledad",Type I  Adult Residential Care Home,Soledad Pascual,91-711 Fort Weaver Road,Ewa Beach,Hawaii,Oahu,8086898569,770-C,2022/03/31 00:00:00+00,0,0,4,Fully Ambulatory,No,Special
-157.890237832271,21.3689745791645,354,Pascual's,Type I  Adult Residential Care Home,Trina Pascual,1521 Ala Iolani Place,Honolulu,Hawaii,Oahu,8088342970,342-C,2021/12/31 00:00:00+00,0,0,5,Fully Ambulatory,No,Special
-158.012211377523,21.3234748925709,355,Pat's ARCH & Expanded ARCH LLC,Type I Expanded Adult Residential Care Home,Patricia Nunez,91-1029 Hanakahi Street,Ewa Beach,Hawaii,Oahu,8086896800,1363-C,2022/09/30 00:00:00+00,0,1,5,Fully Ambulatory,Yes,Special
-157.924620000263,21.3617069999675,356,Pearl's Paradise,Type I  Adult Residential Care Home,Perlita Tabil,1304 Anapa Street,Honolulu,Hawaii,Oahu,8084239507,1580-C,2022/06/30 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-157.859810826067,21.3449623589191,357,Pleasant Valley Type I EARCH,Type I Expanded Adult Residential Care Home,Joan Flores,1573 Kilohana Street,Honolulu,Hawaii,,,1638-C,2021/12/31 00:00:00+00,,,,,No,
-157.783126500096,21.4006229998692,358,Pohai Nani - 'Ahui Nani,Type I Expanded Adult Residential Care Home,Judith Matthews,45-090 Namoku Street,Kaneohe,Hawaii,Oahu,8082476211,1241-C,2022/01/30 00:00:00+00,1,1,5,Ambulatory,Yes,Special
-157.783126500096,21.4006229998692,359,Pohai Nani - 'Ahui 'Olu,Type I Expanded Adult Residential Care Home,Judith Matthews,45-090 Namoku Street,Kaneohe,Hawaii,Oahu,8082476211,1242-C,2022/01/31 00:00:00+00,1,1,5,Ambulatory,Yes,Special
-157.783126500096,21.4006229998692,360,Pohai Nani 'Ahui Laule'a,Type I Expanded Adult Residential Care Home,Judith Matthews,45-090 Namoku Street,Kaneohe,Hawaii,Oahu,8082476211,1325-C,2022/01/31 00:00:00+00,1,1,5,Ambulatory,Yes,Special
-157.783126500096,21.4006229998692,361,Pohai Nani 'Ahui Malie,Type I Expanded Adult Residential Care Home,Judith Matthews,45-090 Namoku Street,Kaneohe,Hawaii,Oahu,8082476211,1324-C,2022/01/31 00:00:00+00,1,1,5,Ambulatory,Yes,Special
-155.085801440135,19.6757747081901,362,Poncethia R. Rambo's,Type I Expanded Adult Residential Care Home,Poncethia Rambo,1621 Nohoana Place,Hilo,Hawaii,Big Island,8089598639,1476-C,2022/02/28 00:00:00+00,2,1,5,Ambulatory,Yes,Special
-157.924302929668,21.3566072150183,363,Precious Moment Adult Residential Care Home,Type I Expanded Adult Residential Care Home,Evangeline Andres,4229 Keaka Drive,Honolulu,Hawaii,Oahu,8084236358,1246-C,2022/01/31 00:00:00+00,1,1,5,Ambulatory,Yes,Special
-157.918770000432,21.3471179996935,364,"Prieto, Gloria",Type I Expanded Adult Residential Care Home,Gloria Prieto,3504 Likini Street,Honolulu,Hawaii,Oahu,8084222264,742-C,2022/07/31 00:00:00+00,0,1,5,Ambulatory,Yes,Special
-157.913953177088,21.3849752921212,365,Prime Health Services Care Home,Type I  Adult Residential Care Home,Rafael Antonio,99-1041 Halawa Heights Road,Aiea,Hawaii,Oahu,8084285844,1508-C,2021/12/31 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-158.001913484271,21.5085415232232,366,Prime Health Services Care Home II,Type I Expanded Adult Residential Care Home,Rafael Antonio,107B Kilea Place,Wahiawa,Hawaii,Oahu,8084285844,1559-C,2022/02/28 00:00:00+00,5,5,5,Ambulatory,No,Special
-157.700105402864,21.2793400049602,367,Pualei Care Home,Type I Expanded Adult Residential Care Home,Ruby Jose,7246 Anakua Street,Honolulu,Hawaii,Oahu,8083589323,1550-C,2022/01/31 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-157.924848471956,21.3538680946108,368,"Quiocho, Lolita",Type I  Adult Residential Care Home,Lolita Quiocho,4103 Likini Street,Honolulu,Hawaii,Oahu,8084226128,810-C,2022/09/30 00:00:00+00,0,1,4,Fully Ambulatory,No,Regular
-157.967400257615,21.4084351670439,369,"Quitevis, Elena",Type I  Adult Residential Care Home,Elena Quitevis,1614 Maluawai Street,Pearl City,Hawaii,Oahu,8084557346,750-C,2022/01/31 00:00:00+00,0,1,5,Ambulatory,No,Special
-158.025890645441,21.5101333642174,370,R & A Care Home,Type I Expanded Adult Residential Care Home,Amalia Garcia-Lindenmuth,123 Uakanikoo Place,Wahiawa,Hawaii,Oahu,8088888925,1607-C,2022/06/30 00:00:00+00,5,5,5,AMB,Yes,Special
-158.012219963669,21.392435158706,371,R & B ARCH/E-ARCH LLC,Type I Expanded Adult Residential Care Home,Remedios Aguinaldo,94-912 Kumuao Street,Waipahu,Hawaii,Oahu,8082348241,1429-C,2022/06/30 00:00:00+00,1,1,5,Ambulatory,Yes,Special
-158.019824804348,21.3889239626125,372,"R & M Duran, L.L.C.",Type I Expanded Adult Residential Care Home,Marenila Duran,94-628 Loa'a Street,Waipahu,Hawaii,Oahu,8086780150,1315-C,2022/07/31 00:00:00+00,2,2,5,Ambulatory,Yes,Special
-157.934888711969,21.364427629245,373,R & P Villanueva Adult Residential Care Home,Type I  Adult Residential Care Home,Precy Villanueva,99-058 Ohiaku Street,Aiea,Hawaii,,,1653-C,2022/04/30 00:00:00+00,,,,,No,
-158.008166999664,21.3240634999142,374,R.K.C. ARCH,Type I Expanded Adult Residential Care Home,Josephine Fitzgerald,91-938 Hanakahi Street,Ewa Beach,Hawaii,Oahu,8083477532,1269-C,2021/11/30 00:00:00+00,2,1,3,Ambulatory,Yes,Special
-159.381481093571,22.0587035768105,375,Rabaino's,Type I  Adult Residential Care Home,Lalaine Rabaino,328 Hie Street,Kapaa,Hawaii,Kauai,8088229753,1250-C,2022/03/31 00:00:00+00,0,1,5,Ambulatory,Yes,Regular
-157.950278535527,21.4062471718007,376,Rafael Care Home,Type I Expanded Adult Residential Care Home,Marlene Rafael,98-1713 Laauhuahua Way,Pearl City,Hawaii,Oahu,8084559282,1385-C,2021/12/31 00:00:00+00,1,0,5,Ambulatory,Yes,Special
-158.019763300258,21.3846443316783,377,"Rafael, Evelyn",Type I Expanded Adult Residential Care Home,Evelyn Rafael,94-105 Haaa Street,Waipahu,Hawaii,Oahu,8086719717,1082-C,2022/10/31 00:00:00+00,0,1,5,Ambulatory,Yes,Special
-157.999736252725,21.3817003601877,378,Raguindin Malama Kauhale ARCH,Type I Expanded Adult Residential Care Home,Belma Raguindin,94-088 Awamoku Street,Waipahu,Hawaii,Oahu,8086777464,1025-C,2021/12/31 00:00:00+00,2,2,5,Ambulatory,Yes,Special
-158.019034804363,21.4560103500012,379,Rainbow Adult Residential Care Home/Expanded ARCH,Type I Expanded Adult Residential Care Home,Debbie Borgonia,95-195 Aumea Loop,Mililani,Hawaii,Oahu,8086252425,1510-C,2022/03/31 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-155.003864519624,19.5677040848838,380,Ramelb Adult Residential Care Home,Type I Expanded Adult Residential Care Home,Evelyn Ramelb,16-1508 35th Avenue,Keaau,Hawaii,Big Island,8089669553,1504-C,2022/10/31 00:00:00+00,4,4,4,Ambulatory,Yes,Special
-157.973386499952,21.4038630002501,381,Ramos Care Center LLC,Type I Expanded Adult Residential Care Home,Kathleen Ramos,1365 Kuahaka Street,Pearl City,Hawaii,Oahu,8087726090,1621-C,2021/11/30 00:00:00+00,3,3,3,Fully Ambulatory,No,Special
-157.925323548475,21.3524705477719,382,"Ramos, Arsenia",Type I  Adult Residential Care Home,Arsenia Ramos,4028 Salt Lake Boulevard,Honolulu,Hawaii,Oahu,8084224886,711-C,2022/06/30 00:00:00+00,0,1,1,Fully Ambulatory,No,Regular
-157.885024236683,21.3721264022072,383,"Ramos, Consolacion",Type I  Adult Residential Care Home,Consolacion Ramos,1742 Ala Aolani Place,Honolulu,Hawaii,Oahu,8088339812,618-C,2021/12/31 00:00:00+00,0,0,3,Fully Ambulatory,No,Special
-157.918082888574,21.3465328196129,384,Raqueno Care Home,Type I Expanded Adult Residential Care Home,Melkarth Raqueno,3454 Likini Street,Honolulu,Hawaii,Oahu,8084224324,1603-C,2022/04/30 00:00:00+00,5,5,5,Fully Ambulatory,Yes,Special
-155.074172942745,19.6928084487115,385,Raza Adult Residential Care Home-Expanded Care,Type I Expanded Adult Residential Care Home,Ruth Raza,61 Kehaulani Street,Hilo,Hawaii,Big Island,8089593166,1501-C,2021/12/31 00:00:00+00,4,4,5,Ambulatory,Yes,Special
-156.486876663152,20.8849192933119,386,Residential Care of Maui LLC,Type I Expanded Adult Residential Care Home,Roseminic Ulep,360 Hilu Place,Kahului,Hawaii,Maui,8082693098,1652-C,2022/03/31 00:00:00+00,,,5,,No,
-155.084463313868,19.6912313842668,387,"Respicio, Maria",Type I  Adult Residential Care Home,Maria Respicio,328 Wainohia Place,Hilo,Hawaii,Big Island,8089597246,687-C,2022/03/31 00:00:00+00,0,0,5,Ambulatory,Yes,Special
-157.995413862574,21.4049862606212,388,Reyes Care Home,Type I  Adult Residential Care Home,Corazon Reyes,94-931-A Lumihoahu Street,Waipahu,Hawaii,Oahu,8086710606,532-C,2022/01/31 00:00:00+00,1,2,5,Ambulatory,No,Special
-157.859581500011,21.3461999999532,389,"Reyes, Cesaria",Type I  Adult Residential Care Home,Cesaria Reyes,2602 Nihi Street,Honolulu,Hawaii,Oahu,8088430597,812-C,2022/10/31 00:00:00+00,0,0,2,Fully Ambulatory,No,Special
-155.051599549907,19.6008114243427,390,Riingen ARCH/Expanded ARCH,Type I Expanded Adult Residential Care Home,Benita Riingen,17-559 Ipuaiwaha Street,Keaau,Hawaii,Big Island,8089823658,1524-C,2022/01/31 00:00:00+00,2,2,5,Ambulatory,Yes,Special
-158.021217062782,21.3888195585638,391,RJ Santiago ARCH & E-ARCH,Type I Expanded Adult Residential Care Home,Juliet Santiago,94-571 Loaa Street,Waipahu,Hawaii,Oahu,8086718901,1204-C,2022/10/31 00:00:00+00,1,1,5,Ambulatory,Yes,Special
-157.997497089971,21.3846668063388,392,"RMJ Adult Care Home, Inc.",Type I  Adult Residential Care Home,Maricel Rosario,94-1048 Awalai Street,Waipahu,Hawaii,Oahu,8086769848,1591-C,2022/06/30 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-158.004671406456,21.3973969856174,393,RNF Rainbow Adult Residential Care Home LLC,Type I Expanded Adult Residential Care Home,Rosemary Cayabyab,94-1178 Hoomakoa Street,Waipahu,Hawaii,Oahu,8086641022,1619-C,2021/11/30 00:00:00+00,3,3,3,Ambulatory,No,Regular
-157.966772679423,21.4091827661884,394,Rodriguez Care Home,Type I Expanded Adult Residential Care Home,Teresita Rodriguez,1647 Paaaina Place,Pearl City,Hawaii,Oahu,8084554465,1029-C,2022/06/30 00:00:00+00,0,1,5,Ambulatory,Yes,Special
-157.99148091173,21.3951891897847,395,Ronidel Care Home,Type I Expanded Adult Residential Care Home,Milagros Ronidel,94-407 Kahualena Street,Waipahu,Hawaii,Oahu,,1628-C,2022/02/28 00:00:00+00,,,,,No,
-158.001778691556,21.3813550592957,396,Rosana Dumlao,Type I Expanded Adult Residential Care Home,Rosana Dumlao,94-871 Awanei Street,Waipahu,Hawaii,Oahu,8086710166,1053-C,2022/05/31 00:00:00+00,1,0,5,Ambulatory,Yes,Special
-158.003707510105,21.3926786077578,397,Rosario,Type I Expanded Adult Residential Care Home,Rosario Gomez,94-1134 Hapapa Street,Waipahu,Hawaii,Oahu,8086712609,1494-C,2021/12/31 00:00:00+00,3,3,5,Ambulatory,Yes,Special
-158.032353770951,21.4982183388431,398,"Rosario, Trinidad",Type I  Adult Residential Care Home,Trinidad Rosario,372 Pakauwili Drive,Wahiawa,Hawaii,Oahu,8086210819,712-C,2022/06/30 00:00:00+00,2,2,5,Ambulatory,No,Special
-157.966486637567,21.4112336243124,399,Rose Hwang's Care Home,Type I Expanded Adult Residential Care Home,Rose Hwang,1755 Palamoi Street,Pearl City,Hawaii,Oahu,8087411611,1399-C,2022/06/30 00:00:00+00,0,0,4,Ambulatory,Yes,Special
-157.920636354461,21.355205951878,400,Roselle Ragasa Adult Residential Care Home (ARCH) Corp.,Type I  Adult Residential Care Home,Roselle Ragasa,4523 Likini Street,Honolulu,Hawaii,Oahu,8086224177,1593-C,2022/09/30 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-155.984922062627,19.7197266019654,401,"Ruth's House, L.L.C.",Type I Expanded Adult Residential Care Home,Leigha Huber,73-4318 Keo Keo Street,Kailua-Kona,Hawaii,Big Island,8083256283,1374-C,2022/06/30 00:00:00+00,2,2,5,Ambulatory,Yes,Special
-158.026567076815,21.381439922907,402,Sagadraca Care Home,Type I Expanded Adult Residential Care Home,Sagadraca Aurora,94-329 Kiokio Place,Waipahu,Hawaii,Oahu,8086713695,1070-C,2022/02/28 00:00:00+00,0,1,5,Ambulatory,Yes,Special
-157.877005499992,21.3341399996493,403,"Sagaysay, Makrina",Type I  Adult Residential Care Home,Makrina Sagaysay,1112 Kopke Street,Honolulu,Hawaii,Oahu,8088480451,802-C,2022/09/30 00:00:00+00,1,0,3,Ambulatory,No,Special
-158.005863895445,21.3975794693508,404,"Sales, Abner",Type I Expanded Adult Residential Care Home,Abner Sales,94-1156 Halelehua Street,Waipahu,Hawaii,Oahu,8086765140,1343-C,2022/07/31 00:00:00+00,0,1,5,Ambulatory,Yes,Special
-155.064747096827,19.6861154666553,405,"Salvador, Catherine",Type I Expanded Adult Residential Care Home,Catherine Salvador,2318 Awapuhi Street,Hilo,Hawaii,Big Island,8089810613,1419-C,2022/02/28 00:00:00+00,3,2,5,Ambulatory,Yes,Special
-158.008288031824,21.3946741046768,406,"Sambajon, Remedios",Type I  Adult Residential Care Home,Remedios Sambajon,94-1042 Halelehua Street,Waipahu,Hawaii,Oahu,8086783612,677-C,2022/07/31 00:00:00+00,2,0,5,Ambulatory,No,Special
-157.924096617849,21.3567258199694,407,"Santos, Norma",Type I  Adult Residential Care Home,Norma Santos,4240 Keaka Drive Honolulu,Honolulu,Hawaii,Oahu,8084237454,1214-C,2022/01/31 00:00:00+00,2,0,5,Fully Ambulatory,No,Regular
-157.870408500275,21.3382709996431,408,Sebastian's ARCH LLC,Type I Expanded Adult Residential Care Home,Adelina Sebastian,1630 Leilani Street,Honolulu,Hawaii,Oahu,8088452461,761-C,2022/07/31 00:00:00+00,0,1,5,Ambulatory,No,Regular
-157.803188754191,21.4130380854479,409,"Selga, Natividad",Type I  Adult Residential Care Home,Natividad Selga,45-933 Keaahala Place,Kaneohe,Hawaii,Oahu,8082471699,817-C,2021/12/31 00:00:00+00,0,0,5,Ambulatory,No,Special
-157.792012802356,21.2838326210783,410,"Senior Living With Aloha, L.L.C.",Type I Expanded Adult Residential Care Home,Mohammed Rumi,1419 16th Avenue,Honolulu,Hawaii,Oahu,8083832597,1443-C,2022/06/30 00:00:00+00,3,2,5,Ambulatory,Yes,Special
-157.755396188834,21.4092970608538,411,"Sera, Aurora",Type I Expanded Adult Residential Care Home,Aurora Sera,1305 Mokapu Boulevard,Kailua,Hawaii,Oahu,8082546124,1107-C,2022/03/31 00:00:00+00,0,0,5,Ambulatory,Yes,Special
-157.995328907954,21.3913584161436,412,"Serapion, Shirley",Type I Expanded Adult Residential Care Home,Shirley Serapion,94-258 Kahuahele Street,Waipahu,Hawaii,Oahu,8086716376,637-C,2022/04/30 00:00:00+00,0,1,5,Ambulatory,Yes,Special
-157.683777630807,21.3043746531148,413,Serenity Care Home Hawaii Kai,Type I  Adult Residential Care Home,Ana Jose,1072 Kalapaki Street,Honolulu,Hawaii,Oahu,8084921033,1590-C,2022/06/30 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-158.009301064169,21.3915059779815,414,Serenity Hawaii Carehome LLC,Type I Expanded Adult Residential Care Home,Claudia Cabrera-Prantl,94-559 Apii Place,Waipahu,Hawaii,Oahu,8082029465,1545-C,2022/04/30 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-158.003435037689,21.3240881738115,415,Sharolyn L Galamay LLC,Type I  Adult Residential Care Home,Sharolyn Galamay,91-1141 Kauiki Street,Ewa Beach,Hawaii,Oahu,8086897092,1398-C,2022/06/30 00:00:00+00,1,1,4,Ambulatory,No,Special
-157.995555228203,21.3975517166272,416,Simpliciano's ARCH,Type I Expanded Adult Residential Care Home,Ofelia Simpliciano,94-106 Kaupu Place,Waipahu,Hawaii,Oahu,8086710396,1133-C,2022/06/30 00:00:00+00,2,2,5,Ambulatory,Yes,Special
-157.960936216049,21.4017912177747,417,"Snouffer, Cely",Type I  Adult Residential Care Home,Cely Snouffer,712 Hoomalimali Street,Pearl City,Hawaii,Oahu,8084540741,681-C,2022/11/30 00:00:00+00,0,0,5,Ambulatory,No,Regular
-155.086212199807,19.6839010013655,418,"Solmerin, Ofelia",Type I Expanded Adult Residential Care Home,Ofelia Solmerin,366 Kapualani Street,Hilo,Hawaii,Big Island,8089598421,663-C,2022/02/28 00:00:00+00,1,0,5,Ambulatory,Yes,Special
-157.874812374534,21.3413258981566,419,Soriano Care Home,Type I Expanded Adult Residential Care Home,Helen Soriano,2307 North School Street,Honolulu,Hawaii,Oahu,8088450512,1276-C,2021/12/31 00:00:00+00,1,0,5,Ambulatory,Yes,Special
-157.864344758857,21.3435403676832,420,STS Adult Foster Service LLC,Type I Expanded Adult Residential Care Home,Steven Scott Jr.,1604 Perry Street,Honolulu,Hawaii,Oahu,8083689378,1613-C,2022/07/31 00:00:00+00,5,5,5,Ambulatory,Yes,Regular
-157.795339864662,21.3902160671116,421,Suenaga II,Type I  Adult Residential Care Home,Stacy Perry,45-390 Kamehameha Highway,Kaneohe,Hawaii,Oahu,8082363465,1264-C,2022/11/30 00:00:00+00,1,2,5,Ambulatory,Yes,Special
-157.92174012039,21.3655487637328,422,Suetos Care Home,Type I  Adult Residential Care Home,Ederlina Suetos,4415 Ukali Street,Honolulu,Hawaii,Oahu,8084228757,1411-C,2022/10/31 00:00:00+00,3,2,5,Ambulatory,Yes,Special
-157.861224000016,21.3298200001641,423,Sun Moon,Type I Expanded Adult Residential Care Home,Maria Gallego,1020 Hala Drive,Honolulu,Hawaii,Oahu,8085951073,1366-C,2022/01/31 00:00:00+00,2,0,5,Ambulatory,Yes,Special
-157.874530006636,21.3370511905673,424,Superior Care Group L.L.C.,Type I  Adult Residential Care Home,Shanelle Baxa,2115 Gertz Lane #A,Honolulu,Hawaii,Oahu,8084971797,1605-C,2022/05/31 00:00:00+00,5,5,5,Fully Ambulatory,Yes,Special
-157.874771987453,21.3360733040842,425,"Susan's Adult Residential Care, LLC",Type I Expanded Adult Residential Care Home,Susan Ramiro,1315 Gulick Avenue,Honolulu,Hawaii,Oahu,8088452879,1338-C,2022/03/31 00:00:00+00,0,2,5,Ambulatory,Yes,Special
-157.961158275183,21.3946223346912,426,Sweet Haven,Type I Expanded Adult Residential Care Home,Bernardo Fogata,98-1274 Hoohuali Place,Pearl City,Hawaii,Oahu,8084564749,1394-C,2022/03/31 00:00:00+00,2,2,4,Ambulatory,Yes,Special
-157.793192165738,21.4067054688028,427,"T & F Home Services, L.L.C.",Type I Expanded Adult Residential Care Home,Francesca Mafua,45-339 Kahowaa Place,Kaneohe,Hawaii,Oahu,8085907769,1403-C,2022/06/30 00:00:00+00,4,4,4,Ambulatory,Yes,Special
-157.998369857454,21.3954204440648,428,"Tablit, Elpidio",Type I  Adult Residential Care Home,Elpidio Tablit,94-544 Hiahia Loop,Waipahu,Hawaii,Oahu,8086715255,982-C,2022/05/31 00:00:00+00,0,0,5,Fully Ambulatory,No,Regular
-157.994378095354,21.403614791762,429,Tabora's,Type I Expanded Adult Residential Care Home,Lourdes Tabora,94-970 Lumihoahu Street,Waipahu,Hawaii,Oahu,8086778767,1106-C,2022/05/31 00:00:00+00,0,1,5,Ambulatory,No,Special
-157.912275312309,21.3493842834251,430,Tacotaco ARCH,Type I Expanded Adult Residential Care Home,Cristeta Tacotaco,1017 Ala Lehua Street,Honolulu,Hawaii,Oahu,8088335178,1360-C,2022/07/31 00:00:00+00,0,2,5,Ambulatory,Yes,Special
-155.051490576101,19.600967472951,431,Tadeo,Type I Expanded Adult Residential Care Home,Rianalyn Handy,17-566 S. Ipu'aiwaha Street,Keaau,Hawaii,Big Island,8089827274,1163-C,2022/05/31 00:00:00+00,0,0,4,Ambulatory,Yes,Special
