X,Y,objectid,sch_code,sch_name,address,city,zip,phone,fax,principal,grade_from,grade_to,sch_type,website,complex,complex_area,district,island,charter,editdate
-157.039977360802,21.1592239721552,277,411,Kualapuu Elementary PCS,260 Farrington Avenue,Kualapuu,96757,808.567.6900,808.567.6906,Lydia Trinidad,K,6,Elementary,http://kualapuuschool.weebly.com,Molokai,Hana-Lahainaluna-Lanai-Molokai,Maui,Molokai,1,2023/02/02 00:00:00+00
-159.711166776306,21.9690771678244,278,466,Kula Aupuni Niihau PCS,8315 Kekaha Road  Suite P,Kekaha,96752,808.337.2022,808.337.2033,Hedy Sullivan,K,12,Elementary-Middle-High,http://www.kanakapcs.org/,Waimea,Kapaa-Kauai-Waimea,Kauai,Kauai,1,2023/02/02 00:00:00+00
-157.72418918605,21.3931997410179,279,320,Lanikai Elementary PCS,140 Alala Road,Kailua,96734,808.266.7844,808.266.7848,Ed Noh,K,6,Elementary,http://lanikaischool.com/,Kalaheo,Kailua-Kalaheo,Windward,Oahu,1,2023/02/02 00:00:00+00
-155.226440551328,19.9803882683478,280,377,Laupahoehoe Community PCS,35-2065 Old Mamalahoa Highway,Laupahoehoe,96764,808.962.2200,808.962.2202,Michael Okoye,PreK,12,Elementary-Middle-High,http://www.lcpcs.org/,Laupahoehoe,Hilo-Waiakea,Hawaii,Hawaii,1,2023/02/02 00:00:00+00
-157.702325628458,21.3393533311358,281,550,Malama Honua PCS,41-054 Ehukai Street,Waimanalo,96795,808.259.5522,808.259.5525,Denise Espania,K,4,Elementary,http://www.malamahonuapcs.org/,Kailua,Kailua-Kalaheo,Windward,Oahu,1,2023/02/02 00:00:00+00
-157.859634701571,21.3074875428349,282,544,Myron B. Thompson Academy,1040 Richards St.  Ste. 220,Honolulu,96813,808.441.8001,808.683.7062,Diana Oshiro,K,12,Elementary-Middle-High,http://www.ethompson.org/,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,1,2023/02/02 00:00:00+00
-155.108681182008,19.5491924166355,283,398,Na Wai Ola PCS,18-1355 Volcano Highway  P.O. Box 711539,Mountain View,96771,808.968.2318,808.968.0778,Jason Wong,PreK,6,Elementary,http://nawaiolapcs.org/,Keaau,Kau-Keaau-Pahoa,Hawaii,Hawaii,1,2023/02/02 00:00:00+00
-157.79198478743,21.2717312967161,284,567,SEEQS PCS,845 22nd Ave.,Honolulu,96816,808.677.3377, ,Buffy Cushman-Patz,6,8,Middle,http://www.seeqs.org/,Kalani,Farrington-Kaiser-Kalani,Honolulu,Oahu,1,2023/02/02 00:00:00+00
-157.838717371618,21.3058583066871,285,543,University Laboratory,1776 University Avenue  UHS Bldg 3  #121,Honolulu,96822,808.956.7833,808.956.7260,Keoni Jeremiah,K,12,Elementary-Middle-High,http://www.universitylaboratoryschool.org/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,1,2023/02/02 00:00:00+00
-155.240828169945,19.4235803701537,286,560,Volcano School of Arts and Sciences,99-128 Old Volcano Road,Volcano,96785,808.985.9800,808.985.9898,Kalima Cayir,K,8,Elementary-Middle,http://volcanoschool.com/,Keaau,Kau-Keaau-Pahoa,Hawaii,Hawaii,1,2023/02/02 00:00:00+00
-157.822927380669,21.2957984057911,287,541,Voyager PCS,2428 Wilder Avenue,Honolulu,96822,808.521.9770,808.521.9772,Jeffrey Vilardi,K,7,Elementary-Middle,http://voyagerschool.com,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,1,2023/02/02 00:00:00+00
-157.792775019449,21.2764202400359,288,149,Waialae Elementary PCS,1045 19th Avenue,Honolulu,96816,808.733.4880,808.733.4886,Kapono Ciotti,K,5,Elementary,http://www.waialae.edu/,Kalani,Farrington-Kaiser-Kalani,Honolulu,Oahu,1,2023/02/02 00:00:00+00
-155.670185437773,20.0193988082491,289,394,Waimea Middle PCS,67-1229 Mamalahoa Hwy.,Kamuela,96743,808.887.6090,808.887.6087,Amy Kendziorski,6,8,Middle,http://waimeamiddleschool.org/,Honokaa,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,1,2023/02/02 00:00:00+00
-155.989792617388,19.6344359464787,290,399,West Hawai'i Explorations PCS,73-4460 Queen Kaahumanu Hwy.  PMB 503 Highway  Suite #105,Kailua-Kona,96740,808.327.4751,808.327.4750,Heather Nakakura,6,12,Intermediate,http://www.whea.net/,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,1,2023/02/02 00:00:00+00
-158.047620045153,21.3448496483864,291,0,Honouliuli Middle (6th Grade Only),"91-559 Maunakapu St.
",Ewa Beach,96706,808.829.7168, ,Todd Fujimori, ,0,Middle,https://www.honouliuli.k12.hi.us/,Kapolei,Campbell-Kapolei,Honolulu,Oahu,0,2023/02/02 00:00:00+00
-156.443302795033,20.7617365637277,292,0,Kulanihakoʻi High,"Kulanihakoi St &, Piilani Hwy",Kihei,96753,808.727.6700,808.727.6722,Halle Maxwell, ,0,High,https://www.khsmaui.org/,Maui,Baldwin-Kekaulike-Maui,Maui,Maui,0,2023/08/15 00:00:00+00
