objectid,fid_1,acres,tmk8_num,tmk8_alph,tmk_9,type,osds_class,x,y,soil_qty,soil_n,soil_p,soil_fc,soil_eff,soil_nflx,soil_pflx,st_qty_1,st_n_1,st_p_1,st_fc_1,st_eff_1,st_nflx_1,st_pflx_1,au_qty,au_n,au_p,au_fc,au_eff,au_nflx,au_pflx,cp_qty,cp_n,cp_p,cp_fc,cp_eff,cp_nflx,cp_pflx,ttl_osds,ttl_eff,ttl_n,ttl_p,rsk_score,towns
11881,12716,0.85,37011001,37011001,137011001,CESSPOOL,Class IV,631592,2354000,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,KULIOUOU-KALANI IKI
11882,12717,0.15,37011002,37011002,137011002,CESSPOOL,Class IV,631574,2353980,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,KULIOUOU-KALANI IKI
11883,12718,133.33,38014001,38014001,138014001,CESSPOOL,Class IV,631878,2354820,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,KULIOUOU-KALANI IKI
11884,12719,1.04,38014017,38014017,138014017,CESSPOOL,Class IV,631743,2354110,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,KULIOUOU-KALANI IKI
11885,12720,2.58,37011013,37011013,137011013,CESSPOOL,Class IV,631567,2354080,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,KULIOUOU-KALANI IKI
11886,12721,0.93,38014018,38014018,138014018,CESSPOOL,Class IV,631656,2354060,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,KULIOUOU-KALANI IKI
11887,12722,0.39,38014029,38014029,138014029,CESSPOOL,Class IV,631631,2354070,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,KULIOUOU-KALANI IKI
11888,12723,0.1,38014034,38014034,138014034,CESSPOOL,Class IV,631640,2354000,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,KULIOUOU-KALANI IKI
11889,12724,3.34,38002030,38002030,138002030,CESSPOOL,Class IV,632082,2354090,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KULIOUOU-KALANI IKI
11890,12745,1.07,38001070,38001070,138001070,CESSPOOL,Class IV,632322,2353900,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KULIOUOU-KALANI IKI
11891,12746,0.27,38001071,38001071,138001071,CESSPOOL,Class IV,632254,2353850,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KULIOUOU-KALANI IKI
11892,12747,3.33,38001073,38001073,138001073,CESSPOOL,Class IV,632390,2353830,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KULIOUOU-KALANI IKI
11893,12748,0.07,38001067,38001067,138001067,CESSPOOL,Class IV,632416,2353860,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KULIOUOU-KALANI IKI
11894,12801,30.64,35020011,35020011,135020011,CESSPOOL,Class IV,627200,2353860,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,KULIOUOU-KALANI IKI
11895,12802,0.31,36004025,36004025,136004025,CESSPOOL,Class IV,628832,2354170,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,KULIOUOU-KALANI IKI
11896,12803,0.27,36010129,36010129,136010129,CESSPOOL,Class IV,628911,2353880,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,KULIOUOU-KALANI IKI
11897,12804,0.23,36010118,36010118,136010118,CESSPOOL,Class IV,628963,2353800,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,KULIOUOU-KALANI IKI
11898,12805,0.27,36007026,36007026,136007026,CESSPOOL,Class IV,629986,2353740,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,KULIOUOU-KALANI IKI
11899,12806,0.46,37001005,37001005,137001005,CESSPOOL,Class IV,630261,2353590,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KULIOUOU-KALANI IKI
11900,12810,2.92,35047001,35047001,135047001,CESSPOOL,Class IV,627479,2353540,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,KULIOUOU-KALANI IKI
11901,12811,1.33,36006045,36006045,136006045,CESSPOOL,Class IV,629751,2353790,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KULIOUOU-KALANI IKI
11902,12814,0.62,35049031,35049031,135049031,CESSPOOL,Class IV,626787,2353420,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,KULIOUOU-KALANI IKI
11903,12818,0.06,36002016,36002016,136002016,CESSPOOL,Class IV,629165,2353370,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KULIOUOU-KALANI IKI
11904,12820,23.41,35020004,35020004,135020004,CESSPOOL,Class IV,627205,2353510,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KULIOUOU-KALANI IKI
11905,12821,0.52,35058022,35058022,135058022,CESSPOOL,Class IV,628003,2353130,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,KULIOUOU-KALANI IKI
11906,12822,14.29,35024006,35024006,135024006,CESSPOOL,Class IV,628474,2354060,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KULIOUOU-KALANI IKI
11907,12823,3.64,36025001,36025001,136025001,CESSPOOL,Class IV,628575,2354040,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KULIOUOU-KALANI IKI
11908,12824,0.14,36023019,36023019,136023019,CESSPOOL,Class IV,628564,2353870,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KULIOUOU-KALANI IKI
11909,12825,0.28,36023079,36023079,136023079,CESSPOOL,Class IV,628595,2353760,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KULIOUOU-KALANI IKI
11910,12826,0.26,36023075,36023075,136023075,CESSPOOL,Class IV,628586,2353740,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KULIOUOU-KALANI IKI
11911,13159,0.33,36022018,36022018,136022018,CESSPOOL,Class IV,628934,2355660,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,KULIOUOU-KALANI IKI
11912,13162,101.3,36004018,36004018,136004018,CESSPOOL,Class IV,628715,2354920,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,KULIOUOU-KALANI IKI
11913,13194,1.1,36004016,36004016,136004016,CESSPOOL,Class IV,629506,2354320,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,KULIOUOU-KALANI IKI
11914,13199,0.24,36013121,36013121,136013121,CESSPOOL,Class IV,629744,2354140,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,KULIOUOU-KALANI IKI
11915,13213,2.23,36007020,36007020,136007020,CESSPOOL,Class IV,630038,2353730,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,KULIOUOU-KALANI IKI
11916,13217,0.17,36007027,36007027,136007027,CESSPOOL,Class IV,630227,2353670,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,KULIOUOU-KALANI IKI
11917,13336,145.58,35023001,35023001,135023001,MULTIPLE,Multiple,626999,2353010,1,1,2,13,600,0.002271,0.004542, , , , , , , ,1,24,8,1.00E+06,540,0.049054,0.016351, , , , , , , ,2,1140,0.0513,0.0209,3,KULIOUOU-KALANI IKI
11918,13337,0.66,35020003,35020003,135020003,CESSPOOL,Class IV,627283,2353350,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KULIOUOU-KALANI IKI
11919,13644,0.77,38003051,38003051,138003051,CESSPOOL,Class IV,632561,2354150,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KULIOUOU-KALANI IKI
11920,13645,1.89,38001072,38001072,138001072,CESSPOOL,Class IV,632538,2353910,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,5,KULIOUOU-KALANI IKI
11921,10663,0.12,18030106,18030106,118030106,CESSPOOL,Class IV,619104,2359940,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,LILIHA/KAPALAMA
11922,10673,0.16,18035057,18035057,118035057,CESSPOOL,Class IV,618454,2359380,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,LILIHA/KAPALAMA
11923,10674,0.11,18013099,18013099,118013099,CESSPOOL,Class IV,619565,2359650,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,LILIHA/KAPALAMA
11924,10675,0.12,18013098,18013098,118013098,CESSPOOL,Class IV,619572,2359630,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,LILIHA/KAPALAMA
11925,10676,0.17,18013097,18013097,118013097,CESSPOOL,Class IV,619584,2359610,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,LILIHA/KAPALAMA
11926,10742,0.13,17011018,17011018,117011018,CESSPOOL,Class IV,618885,2358030,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,LILIHA/KAPALAMA
11927,10743,0.09,17011031,17011031,117011031,CESSPOOL,Class IV,618879,2357980,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,LILIHA/KAPALAMA
11928,10748,0.16,17020047,17020047,117020047,CESSPOOL,Class IV,618525,2357880,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,LILIHA/KAPALAMA
11929,10749,0.36,17018016,17018016,117018016,CESSPOOL,Class IV,618333,2358130,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,LILIHA/KAPALAMA
11930,10750,0.12,17020042,17020042,117020042,CESSPOOL,Class IV,618647,2358090,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,LILIHA/KAPALAMA
11931,10751,0.09,17014045,17014045,117014045,CESSPOOL,Class IV,618799,2358060,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,LILIHA/KAPALAMA
11932,11729,0.1,17020004,17020004,117020004,CESSPOOL,Class IV,618574,2357790,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,LILIHA/KAPALAMA
11933,11730,0.06,17009017,17009017,117009017,CESSPOOL,Class IV,618630,2357680,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,LILIHA/KAPALAMA
11934,10466,1846.9,92001001,92001001,192001001,CESSPOOL,Class IV,598299,2366550,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11935,10521,7,92002004,92002004,192002004,CESSPOOL,Class IV,597703,2364870,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11936,10537,414.13,92001011,92001011,192001011,MULTIPLE,Multiple,599503,2365270,2,1,2,13,260,0.000984,0.001968,1,36,13,1000000,130,0.017714,0.006397, , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,4,990,0.1572,0.047,0,MAKAKILO/KAPOLEI/HONOKAI HALE
11937,10589,83.18,92003079,92003079,192003079,CESSPOOL,Class IV,595364,2363370,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11938,10603,64.74,92003078,92003078,192003078,CESSPOOL,Class IV,595763,2362950,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,0,MAKAKILO/KAPOLEI/HONOKAI HALE
11939,10606,1.68,92019087,92019087,192019087,CESSPOOL,Class IV,594654,2362500,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,MAKAKILO/KAPOLEI/HONOKAI HALE
11940,10621,129.4,92003081,92003081,192003081,CESSPOOL,Class IV,595734,2361520,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,MAKAKILO/KAPOLEI/HONOKAI HALE
11941,10629,1381.9,92003084,92003084,192003084,CESSPOOL,Class IV,591468,2362630,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,MAKAKILO/KAPOLEI/HONOKAI HALE
11942,10630,3.87,92003083,92003083,192003083,CESSPOOL,Class IV,595974,2360770,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,MAKAKILO/KAPOLEI/HONOKAI HALE
11943,10631,0.44,92019085,92019085,192019085,CESSPOOL,Class IV,595530,2360580,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,4,61,17,1000000,2400,0.554120,0.154430,4,2400,0.5541,0.1544,3,MAKAKILO/KAPOLEI/HONOKAI HALE
11944,10638,1199.56,92003002,92003002,192003002,SOIL_TMT,Class I,593016,2362350,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11945,10639,2.78,91113109,91113109,191113109,CESSPOOL,Class IV,596227,2360530,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11946,10640,1.6,91125063,91125063,191125063,CESSPOOL,Class IV,596187,2360620,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11947,10641,1.19,91125115,91125115,191125115,CESSPOOL,Class IV,596184,2360710,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11948,10647,0.37,92003044,92003044,192003044,CESSPOOL,Class IV,592495,2363150,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,MAKAKILO/KAPOLEI/HONOKAI HALE
11949,10648,4.02,92003043,92003043,192003043,CESSPOOL,Class IV,592391,2363160,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,MAKAKILO/KAPOLEI/HONOKAI HALE
11950,10649,0.05,92003040,92003040,192003040,CESSPOOL,Class IV,591641,2361980,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,MAKAKILO/KAPOLEI/HONOKAI HALE
11951,10652,0.45,91016113,91016113,191016113,CESSPOOL,Class IV,595788,2360230,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11952,10653,0.33,91106009,91106009,191106009,CESSPOOL,Class IV,595712,2360150,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11953,10656,3.86,91057030,91057030,191057030,CESSPOOL,Class IV,590674,2360150,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,MAKAKILO/KAPOLEI/HONOKAI HALE
11954,10658,7.61,91112208,91112208,191112208,CESSPOOL,Class IV,596537,2360860,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,MAKAKILO/KAPOLEI/HONOKAI HALE
11955,10659,0.09,91098077,91098077,191098077,CESSPOOL,Class IV,596668,2360230,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,4,61,17,1000000,2400,0.554120,0.154430,4,2400,0.5541,0.1544,3,MAKAKILO/KAPOLEI/HONOKAI HALE
11956,10660,22.89,91016035,91016035,191016035,CESSPOOL,Class IV,596115,2360040,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,8,61,17,1000000,4800,1.108250,0.308860,8,4800,1.1082,0.3089,3,MAKAKILO/KAPOLEI/HONOKAI HALE
11957,10661,3.78,91016035,91016035,191016035,CESSPOOL,Class IV,595931,2360000,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,8,61,17,1000000,4800,1.108250,0.308860,8,4800,1.1082,0.3089,3,MAKAKILO/KAPOLEI/HONOKAI HALE
11958,10662,0.5,91016035,91016035,191016035,CESSPOOL,Class IV,596032,2360180,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,8,61,17,1000000,4800,1.108250,0.308860,8,4800,1.1082,0.3089,3,MAKAKILO/KAPOLEI/HONOKAI HALE
11959,10672,466.51,91015004,91015004,191015004,CESSPOOL,Class IV,593068,2359410,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,MAKAKILO/KAPOLEI/HONOKAI HALE
11960,10677,11.32,91016124,91016124,191016124,CESSPOOL,Class IV,596447,2358480,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,MAKAKILO/KAPOLEI/HONOKAI HALE
11961,10694,0.06,91079033,91079033,191079033,CESSPOOL,Class IV,597521,2359430,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11962,10695,0.05,91079032,91079032,191079032,CESSPOOL,Class IV,597528,2359420,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11963,10696,0.05,91079031,91079031,191079031,CESSPOOL,Class IV,597535,2359410,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11964,10697,0.05,91079030,91079030,191079030,CESSPOOL,Class IV,597543,2359400,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11965,10698,0.07,91079027,91079027,191079027,CESSPOOL,Class IV,597517,2359390,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11966,10699,0.06,91079029,91079029,191079029,CESSPOOL,Class IV,597548,2359380,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11967,10700,0.08,91079025,91079025,191079025,CESSPOOL,Class IV,597554,2359370,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11968,10701,0.05,91079024,91079024,191079024,CESSPOOL,Class IV,597564,2359360,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11969,10702,0.07,91079026,91079026,191079026,CESSPOOL,Class IV,597539,2359360,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11970,10703,0.07,91079023,91079023,191079023,CESSPOOL,Class IV,597568,2359350,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11971,10704,0.07,91079022,91079022,191079022,CESSPOOL,Class IV,597551,2359340,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11972,10705,0.08,91079020,91079020,191079020,CESSPOOL,Class IV,597576,2359340,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11973,10706,0.07,91079010,91079010,191079010,CESSPOOL,Class IV,597516,2359340,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11974,10707,0.05,91079019,91079019,191079019,CESSPOOL,Class IV,597586,2359330,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11975,10708,0.07,91079021,91079021,191079021,CESSPOOL,Class IV,597560,2359330,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11976,10709,0.07,91079018,91079018,191079018,CESSPOOL,Class IV,597590,2359320,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11977,10710,0.08,91079017,91079017,191079017,CESSPOOL,Class IV,597573,2359310,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11978,10711,0.08,91079016,91079016,191079016,CESSPOOL,Class IV,597558,2359300,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11979,10712,0.09,91079014,91079014,191079014,CESSPOOL,Class IV,597524,2359290,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11980,10713,0.1,91079015,91079015,191079015,CESSPOOL,Class IV,597540,2359290,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11981,10714,1.19,91016076,91016076,191016076,CESSPOOL,Class IV,597595,2359130,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,3,61,17,1000000,1800,0.415590,0.115820,3,1800,0.4156,0.1158,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11982,10715,6.32,91016076,91016076,191016076,CESSPOOL,Class IV,597482,2359110,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,3,61,17,1000000,1800,0.415590,0.115820,3,1800,0.4156,0.1158,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11983,10716,6,91016076,91016076,191016076,CESSPOOL,Class IV,597517,2359000,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,3,61,17,1000000,1800,0.415590,0.115820,3,1800,0.4156,0.1158,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11984,10717,45.91,91016035,91016035,191016035,CESSPOOL,Class IV,596905,2359420,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,8,61,17,1000000,4800,1.108250,0.308860,8,4800,1.1082,0.3089,2,MAKAKILO/KAPOLEI/HONOKAI HALE
11985,10718,0.1,91016035,91016035,191016035,CESSPOOL,Class IV,596276,2358940,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,8,61,17,1000000,4800,1.108250,0.308860,8,4800,1.1082,0.3089,2,MAKAKILO/KAPOLEI/HONOKAI HALE
